Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas5769          Pavarde5769         1    3    10   10   8    2    3    1    10   2    5    
Vardas5770          Pavarde5770         9    3    5    7    1    6    10   4    3    10   9    
Vardas5771          Pavarde5771         2    1    9    1    8    6    8    4    4    3    6    
Vardas5772          Pavarde5772         9    3    10   6    6    1    2    2    4    7    10   
Vardas5773          Pavarde5773         4    9    7    7    4    8    8    7    1    2    7    
Vardas5774          Pavarde5774         3    1    3    1    10   2    8    3    9    9    5    
Vardas5775          Pavarde5775         3    9    1    9    8    5    9    4    1    6    6    
Vardas5776          Pavarde5776         4    2    3    6    4    2    10   7    5    1    5    
Vardas5777          Pavarde5777         7    9    9    1    4    5    7    9    4    4    8    
Vardas5778          Pavarde5778         6    2    6    6    2    5    7    2    5    9    6    
Vardas5779          Pavarde5779         9    6    3    5    2    2    4    2    3    7    2    
Vardas5780          Pavarde5780         1    8    6    7    7    4    1    6    3    1    9    
Vardas5781          Pavarde5781         8    1    9    1    2    1    4    10   4    5    4    
Vardas5782          Pavarde5782         6    6    7    7    9    9    1    7    4    6    9    
Vardas5783          Pavarde5783         8    5    3    1    8    9    5    6    2    6    4    
Vardas5784          Pavarde5784         4    5    8    7    10   7    3    10   9    9    1    
Vardas5785          Pavarde5785         4    6    7    1    8    8    9    1    5    9    1    
Vardas5786          Pavarde5786         6    1    4    1    10   6    1    7    4    5    4    
Vardas5787          Pavarde5787         6    7    1    9    5    10   8    6    9    2    6    
Vardas5788          Pavarde5788         5    3    8    7    4    2    8    10   1    7    3    
Vardas5789          Pavarde5789         7    2    5    2    1    6    1    7    6    8    4    
Vardas5790          Pavarde5790         3    1    2    6    2    1    10   9    7    4    5    
Vardas5791          Pavarde5791         2    8    7    7    3    1    1    7    2    9    10   
Vardas5792          Pavarde5792         7    10   1    7    1    6    3    10   1    10   7    
Vardas5793          Pavarde5793         8    10   6    3    2    1    1    8    1    10   4    
Vardas5794          Pavarde5794         3    7    9    8    7    5    7    1    10   8    9    
Vardas5795          Pavarde5795         1    6    5    6    8    1    1    3    10   3    6    
Vardas5796          Pavarde5796         8    1    5    4    3    2    2    5    3    1    2    
Vardas5797          Pavarde5797         3    6    10   6    5    10   9    4    4    6    4    
Vardas5798          Pavarde5798         7    5    3    1    10   10   6    3    9    9    10   
Vardas5799          Pavarde5799         8    5    5    10   6    5    2    3    7    2    7    
Vardas5800          Pavarde5800         1    3    4    4    7    8    4    5    7    4    8    
Vardas5801          Pavarde5801         2    6    1    4    8    10   2    4    6    5    1    
Vardas5802          Pavarde5802         5    2    9    1    2    5    2    2    1    4    3    
Vardas5803          Pavarde5803         5    10   3    9    5    5    2    9    4    10   10   
Vardas5804          Pavarde5804         5    5    1    2    5    7    4    7    6    8    10   
Vardas5805          Pavarde5805         8    5    9    10   7    3    1    3    8    7    4    
Vardas5806          Pavarde5806         4    6    2    4    1    2    1    1    3    10   10   
Vardas5807          Pavarde5807         4    5    5    9    8    7    9    4    3    8    8    
Vardas5808          Pavarde5808         10   8    8    4    9    1    3    10   9    2    6    
Vardas5809          Pavarde5809         6    2    7    10   3    6    8    4    4    5    8    
Vardas5810          Pavarde5810         6    2    2    6    5    7    7    4    9    9    7    
Vardas5811          Pavarde5811         4    8    2    8    2    3    6    1    1    1    7    
Vardas5812          Pavarde5812         2    8    3    8    8    9    5    7    4    2    5    
Vardas5813          Pavarde5813         10   4    10   1    8    7    7    4    4    1    7    
Vardas5814          Pavarde5814         1    8    2    9    3    4    6    2    5    6    7    
Vardas5815          Pavarde5815         6    10   6    5    9    4    8    2    8    3    9    
Vardas5816          Pavarde5816         1    2    8    9    3    2    7    10   2    8    2    
Vardas5817          Pavarde5817         6    2    6    8    7    9    1    3    1    10   7    
Vardas5818          Pavarde5818         3    6    3    3    4    2    8    2    8    8    8    
Vardas5819          Pavarde5819         9    8    2    4    10   4    10   1    1    3    9    
Vardas5820          Pavarde5820         7    5    8    4    10   5    1    5    3    10   4    
Vardas5821          Pavarde5821         7    3    9    1    10   6    4    6    6    6    3    
Vardas5822          Pavarde5822         5    10   7    5    10   7    2    3    8    1    4    
Vardas5823          Pavarde5823         8    7    5    8    1    3    7    6    8    4    6    
Vardas5824          Pavarde5824         4    10   9    10   5    10   6    2    8    2    3    
Vardas5825          Pavarde5825         3    2    10   6    5    6    9    8    4    6    3    
Vardas5826          Pavarde5826         8    4    10   1    6    8    7    3    4    8    1    
Vardas5827          Pavarde5827         4    9    3    8    3    8    3    10   6    3    9    
Vardas5828          Pavarde5828         3    4    4    9    8    9    9    9    5    9    5    
Vardas5829          Pavarde5829         2    2    3    8    3    9    8    10   10   8    5    
Vardas5830          Pavarde5830         2    5    3    1    6    6    10   7    10   1    8    
Vardas5831          Pavarde5831         1    8    4    4    7    5    5    3    6    3    1    
Vardas5832          Pavarde5832         3    3    2    4    7    10   10   5    7    7    1    
Vardas5833          Pavarde5833         3    1    1    3    6    1    1    2    4    5    1    
Vardas5834          Pavarde5834         10   5    1    8    9    2    3    5    4    10   8    
Vardas5835          Pavarde5835         3    10   2    2    6    2    9    7    7    5    5    
Vardas5836          Pavarde5836         10   8    7    6    4    8    7    2    8    5    2    
Vardas5837          Pavarde5837         3    4    9    6    6    6    3    2    10   9    10   
Vardas5838          Pavarde5838         4    6    3    3    5    1    7    3    9    4    1    
Vardas5839          Pavarde5839         8    10   1    10   8    7    5    8    4    9    6    
Vardas5840          Pavarde5840         5    6    5    10   2    10   4    6    9    9    7    
Vardas5841          Pavarde5841         9    6    5    4    4    4    10   8    7    9    8    
Vardas5842          Pavarde5842         7    5    3    10   4    8    10   4    2    7    10   
Vardas5843          Pavarde5843         2    6    4    2    8    6    7    5    2    1    5    
Vardas5844          Pavarde5844         5    3    3    9    4    5    9    5    2    3    5    
Vardas5845          Pavarde5845         7    1    2    3    8    9    8    1    10   8    9    
Vardas5846          Pavarde5846         9    7    7    9    10   8    3    10   2    8    10   
Vardas5847          Pavarde5847         9    8    7    7    4    9    3    9    8    8    10   
Vardas5848          Pavarde5848         10   6    1    9    1    4    4    4    4    5    6    
Vardas5849          Pavarde5849         10   3    9    3    4    9    3    9    8    7    9    
Vardas5850          Pavarde5850         1    3    5    4    2    9    7    10   10   9    2    
Vardas5851          Pavarde5851         6    4    6    1    2    1    9    3    10   7    10   
Vardas5852          Pavarde5852         3    5    3    3    4    5    2    5    7    1    10   
Vardas5853          Pavarde5853         10   8    10   2    6    6    3    3    1    3    4    
Vardas5854          Pavarde5854         8    7    9    8    3    8    10   6    6    8    2    
Vardas5855          Pavarde5855         3    6    4    9    10   9    2    1    9    6    10   
Vardas5856          Pavarde5856         8    1    3    3    9    4    7    5    5    8    2    
Vardas5857          Pavarde5857         2    6    8    7    2    5    5    3    7    8    4    
Vardas5858          Pavarde5858         5    2    9    9    9    3    7    9    6    10   1    
Vardas5859          Pavarde5859         10   8    9    6    7    5    4    4    4    10   5    
Vardas5860          Pavarde5860         9    10   9    4    6    1    10   4    9    6    1    
Vardas5861          Pavarde5861         6    3    8    6    1    1    7    8    8    3    1    
Vardas5862          Pavarde5862         2    9    4    6    8    2    2    5    2    8    2    
Vardas5863          Pavarde5863         4    5    9    10   1    1    5    4    6    10   1    
Vardas5864          Pavarde5864         3    6    1    9    1    9    8    6    4    7    3    
Vardas5865          Pavarde5865         4    6    7    8    6    10   5    5    10   10   3    
Vardas5866          Pavarde5866         9    1    10   1    9    1    2    6    8    10   9    
